object name,library name,text,rodata,data,bss,code,flash,ram
ql_ext_codec.c.obj,..\..\components\ql-kernel\libs\libql_ext_codec.a,356,70,0,16,426,426,16
quec_sfs_file.c.obj,..\..\components\ql-kernel\libs\libql_file.a,5422,587,16,0,6009,6025,16
quec_vfs_file.c.obj,..\..\components\ql-kernel\libs\libql_file.a,448,97,0,0,545,545,0
quec_ftp_client_c.c.obj,..\..\components\ql-kernel\libs\libql_ftp.a,13684,1920,0,0,15604,15604,0
quec_hd_gnss_handle.c.obj,..\..\components\ql-kernel\libs\libql_hd_gnss_aux.a,8922,4891,300,1016,13813,14113,1316
quec_http_client.c.obj,..\..\components\ql-kernel\libs\libql_http.a,19952,2596,105,13,22548,22653,118
ql_lbs_client.c.obj,..\..\components\ql-kernel\libs\libql_lbs.a,6094,653,0,16,6747,6747,16
mqtt_packet.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,2368,276,0,0,2644,2644,0
ql_mqtt_client.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,11298,794,0,16,12092,12092,16
quec_onenet_token.c.obj,..\..\components\ql-kernel\libs\libql_mqtt.a,1216,414,0,0,1630,1630,0
ql_socket.c.obj,..\..\components\ql-kernel\libs\libql_net.a,5454,854,0,94,6308,6308,94
ql_ssl.c.obj,..\..\components\ql-kernel\libs\libql_net.a,8252,1378,0,32,9630,9630,32
ql_ntp_client.c.obj,..\..\components\ql-kernel\libs\libql_ntp.a,4176,710,0,16,4886,4886,16
ql_ping_app.c.obj,..\..\components\ql-kernel\libs\libql_ping.a,3608,668,0,12,4276,4276,12
quec_power_mg.c.obj,..\..\components\ql-kernel\libs\libql_power.a,3382,993,220,70,4375,4595,290
ber_tlv_length.c.obj,..\..\components\ql-kernel\libs\libql_tlv.a,192,0,0,0,192,192,0
ber_tlv_tag.c.obj,..\..\components\ql-kernel\libs\libql_tlv.a,220,0,0,0,220,220,0
quec_linklist.c.obj,..\..\components\ql-kernel\libs\libql_urc.a,2088,0,0,0,2088,2088,0
quec_urc.c.obj,..\..\components\ql-kernel\libs\libql_urc.a,4,0,0,2,4,4,2
base64.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,188,65,0,0,253,253,0
data_conversion.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,528,30,0,0,558,558,0
quec_aes.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,228,148,0,0,376,376,0
quec_md5.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,2130,64,0,0,2194,2194,0
quec_sha1.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,246,0,0,0,246,246,0
quec_utf8.c.obj,..\..\components\ql-kernel\libs\libql_utils.a,152,0,108,0,152,260,108
quec_init.c.obj,..\..\components\ql-kernel\libs\libquectel.a,460,183,4,4,643,647,8
quec_ver.c.obj,..\..\components\ql-kernel\libs\libquectel.a,0,34,0,0,34,34,0
_aeabi_ldivmod.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,160,0,0,0,160,160,0
_aeabi_uldivmod.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,48,0,0,0,48,48,0
_arm_addsubdf3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,888,0,0,0,888,888,0
_ashrdi3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,28,0,0,0,28,28,0
_divsi3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,688,0,0,0,688,688,0
_dvmd_tls.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,4,0,0,0,4,4,0
_fixdfdi.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,48,0,0,0,48,48,0
_fixunsdfdi.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,64,0,0,0,64,64,0
_udivmoddi4.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,284,0,0,0,284,284,0
_udivsi3.o,..\..\prebuilts\win32\gcc-arm-none-eabi\gcc-arm-none-eabi-9.2.1\lib\gcc\arm-none-eabi\9.2.1\thumb\v7+fp\hard\libgcc.a,632,0,0,0,632,632,0
modem_lte_init.c.obj,components\modem_lte\libmodem_lte.a,1264,157,0,96,1421,1421,96
CVS_AEC.o,lib\cvs.a,2366,0,0,0,2366,2366,0
CVS_CTC.o,lib\cvs.a,10876,0,0,0,10876,10876,0
CVS_dual_enhance.o,lib\cvs.a,3852,0,0,0,3852,3852,0
CVS_enhance.o,lib\cvs.a,1228,0,0,0,1228,1228,0
CVS_ERWDAF.o,lib\cvs.a,340,0,0,0,340,340,0
CVS_fft.o,lib\cvs.a,2588,0,0,0,2588,2588,0
CVS_frame.o,lib\cvs.a,4354,0,0,0,4354,4354,0
CVS_howl.o,lib\cvs.a,556,0,0,0,556,556,0
CVS_init.o,lib\cvs.a,7332,0,0,44,7332,7332,44
CVS_log2.o,lib\cvs.a,484,0,196,0,484,680,196
CVS_mono_enhance.o,lib\cvs.a,7140,0,0,0,7140,7140,0
CVS_vad.o,lib\cvs.a,1396,0,0,0,1396,1396,0
CVS_win.o,lib\cvs.a,1924,0,0,0,1924,1924,0
CVS_enhance_recd.o,lib\cvsrecd.a,332,0,0,0,332,332,0
CVS_fft_recd.o,lib\cvsrecd.a,568,0,0,0,568,568,0
CVS_frame_recd.o,lib\cvsrecd.a,320,0,0,0,320,320,0
CVS_init_recd.o,lib\cvsrecd.a,3056,0,4,40,3056,3060,44
CVS_log2_recd.o,lib\cvsrecd.a,484,0,196,0,484,680,196
CVS_mono_enhance_recd.o,lib\cvsrecd.a,2264,0,0,0,2264,2264,0
CVS_vad_recd.o,lib\cvsrecd.a,176,0,0,0,176,176,0
CVS_win_recd.o,lib\cvsrecd.a,1416,0,0,0,1416,1416,0
app_loader.c.obj,lib\libapploader.a,1784,309,0,16,2093,2093,16
core_export.o,lib\libapploader.a,132,7272,4,0,7404,7408,4
app_start_8850.c.obj,libappstart.a,2022,303,0,9,2325,2325,9
at_cmd_cfg.c.obj,lib\libatr.a,1292,56,0,9768,1348,1348,9768
at_cmd_cfg_default.c.obj,lib\libatr.a,0,4884,0,0,4884,4884,0
at_device.c.obj,lib\libatr.a,114,0,0,0,114,114,0
at_device_diag.c.obj,lib\libatr.a,350,0,0,0,350,350,0
at_device_uart.c.obj,lib\libatr.a,2318,59,0,0,2377,2377,0
at_device_userial.c.obj,lib\libatr.a,778,31,0,0,809,809,0
at_engine.c.obj,lib\libatr.a,1664,27,0,20,1691,1691,20
at_response.c.obj,lib\libatr.a,162,0,0,0,162,162,0
at_setting.pb.c.obj,lib\libatr.a,0,1450,0,0,1450,1450,0
at_setting_codec.c.obj,lib\libatr.a,3976,0,0,0,3976,3976,0
at_cfw.c.obj,lib\libats.a,4980,1237,6,6979,6217,6223,6985
at_cmd_audio.c.obj,lib\libats.a,4596,198,8,68,4794,4802,76
at_cmd_battery.c.obj,lib\libats.a,306,137,2,0,443,445,2
at_cmd_cc.c.obj,lib\libats.a,9996,730,0,2285,10726,10726,2285
at_cmd_debug.c.obj,lib\libats.a,264,25,0,0,289,289,0
at_cmd_efuse.c.obj,lib\libats.a,12,0,1,0,12,13,1
at_cmd_gc.c.obj,lib\libats.a,4746,940,0,0,5686,5686,0
at_cmd_gprs.c.obj,lib\libats.a,15686,2653,1,272,18339,18340,273
at_cmd_id.c.obj,lib\libats.a,544,20,0,0,564,564,0
at_cmd_lwm2m_cus.c.obj,lib\libats.a,2,0,0,0,2,2,0
at_cmd_netif.c.obj,lib\libats.a,652,296,0,0,948,948,0
at_cmd_nv.c.obj,lib\libats.a,1116,46,0,0,1162,1162,0
at_cmd_nw.c.obj,lib\libats.a,16890,1908,13,67,18798,18811,80
at_cmd_pbk.c.obj,lib\libats.a,904,19,0,0,923,923,0
at_cmd_sat.c.obj,lib\libats.a,15328,868,9,738,16196,16205,747
at_cmd_sim.c.obj,lib\libats.a,9816,1057,0,185,10873,10873,185
at_cmd_sms.c.obj,lib\libats.a,7592,830,74,171,8422,8496,245
at_cmd_ss.c.obj,lib\libats.a,4734,232,65,1,4966,5031,66
at_cmd_sysnv.c.obj,lib\libats.a,396,1302,0,0,1698,1698,0
at_cmd_vsim.c.obj,lib\libats.a,552,38,0,32,590,590,32
at_cmd_wifi.c.obj,lib\libats.a,862,226,0,0,1088,1088,0
aud_enha_exp.c.obj,lib\libaudio.a,828,0,0,16,828,828,16
audio_device.pb.c.obj,lib\libaudio.a,0,110,0,0,110,110,0
audio_driver.c.obj,lib\libaudio.a,2012,227,20,1064,2239,2259,1084
audio_nv_arm.c.obj,lib\libaudio.a,1616,0,0,9,1616,1616,9
audio_reader.c.obj,lib\libaudio.a,678,0,0,0,678,678,0
audio_types.c.obj,lib\libaudio.a,260,108,0,0,368,368,0
audio_writer.c.obj,lib\libaudio.a,146,0,0,0,146,146,0
codec_param_nv.c.obj,lib\libaudio.a,780,0,324,4,780,1104,328
cvs_ctrl_param_nv.c.obj,lib\libaudio.a,868,0,260,4,868,1128,264
hal_aif.c.obj,lib\libaudio.a,3000,54,8,20,3054,3062,28
a_refl.cpp.obj,lib\libaudio_core.a,408,0,0,0,408,408,0
add.cpp.obj,lib\libaudio_core.a,40,0,0,0,40,40,0
agc.cpp.obj,lib\libaudio_core.a,696,0,0,0,696,696,0
agc2_amr_wb.cpp.obj,lib\libaudio_core.a,380,0,0,0,380,380,0
amrdecode.cpp.obj,lib\libaudio_core.a,204,0,0,0,204,204,0
amrencode.cpp.obj,lib\libaudio_core.a,374,8,0,0,382,382,0
audio_decoder_amrnb.c.obj,lib\libaudio_core.a,814,22,0,0,836,836,0
audio_decoder_amrwb.c.obj,lib\libaudio_core.a,810,25,0,0,835,835,0
audio_decoder_mp3.c.obj,lib\libaudio_core.a,11842,7887,0,0,19729,19729,0
audio_decoder_pcm.c.obj,lib\libaudio_core.a,566,0,0,0,566,566,0
audio_decoder_wav.c.obj,lib\libaudio_core.a,790,0,0,0,790,790,0
audio_encoder_amrnb.c.obj,lib\libaudio_core.a,460,0,0,0,460,460,0
audio_encoder_amrwb.c.obj,lib\libaudio_core.a,468,0,0,0,468,468,0
audio_encoder_pcm.c.obj,lib\libaudio_core.a,152,0,0,0,152,152,0
audio_encoder_wav.c.obj,lib\libaudio_core.a,616,0,0,0,616,616,0
audio_player.c.obj,lib\libaudio_core.a,2552,19,0,4,2571,2571,4
audio_recorder.c.obj,lib\libaudio_core.a,694,8,0,0,702,702,0
audio_resample.c.obj,lib\libaudio_core.a,508,0,0,0,508,508,0
audio_tonegen.c.obj,lib\libaudio_core.a,514,36,0,0,550,550,0
autocorr.c.obj,lib\libaudio_core.a,466,768,0,0,1234,1234,0
autocorr.cpp.obj,lib\libaudio_core.a,384,0,0,0,384,384,0
az_isp.c.obj,lib\libaudio_core.a,694,202,0,0,896,896,0
az_lsp.cpp.obj,lib\libaudio_core.a,504,0,0,0,504,504,0
b_cn_cod.cpp.obj,lib\libaudio_core.a,252,0,0,0,252,252,0
band_pass_6k_7k.cpp.obj,lib\libaudio_core.a,408,60,0,0,468,468,0
bgnscd.cpp.obj,lib\libaudio_core.a,388,0,0,0,388,388,0
bitno_tab.cpp.obj,lib\libaudio_core.a,0,488,0,0,488,488,0
bitreorder_tab.cpp.obj,lib\libaudio_core.a,0,2534,0,0,2534,2534,0
bits.c.obj,lib\libaudio_core.a,476,5994,0,0,6470,6470,0
c1035pf.cpp.obj,lib\libaudio_core.a,676,0,0,0,676,676,0
c2_11pf.cpp.obj,lib\libaudio_core.a,860,12,0,0,872,872,0
c2_9pf.cpp.obj,lib\libaudio_core.a,874,40,0,0,914,914,0
c2_9pf_tab.cpp.obj,lib\libaudio_core.a,0,32,0,0,32,32,0
c2t64fx.c.obj,lib\libaudio_core.a,958,0,0,0,958,958,0
c3_14pf.cpp.obj,lib\libaudio_core.a,1060,0,0,0,1060,1060,0
c4_17pf.cpp.obj,lib\libaudio_core.a,1198,0,0,0,1198,1198,0
c4t64fx.c.obj,lib\libaudio_core.a,3716,72,0,0,3788,3788,0
c8_31pf.cpp.obj,lib\libaudio_core.a,774,0,0,0,774,774,0
c_g_aver.cpp.obj,lib\libaudio_core.a,750,0,0,0,750,750,0
calc_cor.cpp.obj,lib\libaudio_core.a,194,0,0,0,194,194,0
calc_en.cpp.obj,lib\libaudio_core.a,1040,0,0,0,1040,1040,0
cbsearch.cpp.obj,lib\libaudio_core.a,562,0,0,0,562,562,0
cl_ltp.cpp.obj,lib\libaudio_core.a,450,0,0,0,450,450,0
cmnMemory.c.obj,lib\libaudio_core.a,76,0,0,0,76,76,0
cod_amr.cpp.obj,lib\libaudio_core.a,2420,60,0,0,2480,2480,0
convolve.cpp.obj,lib\libaudio_core.a,172,0,0,0,172,172,0
convolve_neon.s.obj,lib\libaudio_core.a,456,0,0,0,456,456,0
cor_h.cpp.obj,lib\libaudio_core.a,436,0,0,0,436,436,0
cor_h_vec_neon.s.obj,lib\libaudio_core.a,356,0,0,0,356,356,0
cor_h_x.c.obj,lib\libaudio_core.a,434,0,0,0,434,434,0
cor_h_x.cpp.obj,lib\libaudio_core.a,312,0,0,0,312,312,0
cor_h_x2.cpp.obj,lib\libaudio_core.a,200,0,0,0,200,200,0
corrwght_tab.cpp.obj,lib\libaudio_core.a,0,502,0,0,502,502,0
d1035pf.cpp.obj,lib\libaudio_core.a,116,0,0,0,116,116,0
d2_11pf.cpp.obj,lib\libaudio_core.a,98,0,0,0,98,98,0
d2_9pf.cpp.obj,lib\libaudio_core.a,118,0,0,0,118,118,0
d3_14pf.cpp.obj,lib\libaudio_core.a,114,0,0,0,114,114,0
d4_17pf.cpp.obj,lib\libaudio_core.a,134,0,0,0,134,134,0
d8_31pf.cpp.obj,lib\libaudio_core.a,422,0,0,0,422,422,0
d_gain_c.cpp.obj,lib\libaudio_core.a,274,0,0,0,274,274,0
d_gain_p.cpp.obj,lib\libaudio_core.a,16,0,0,0,16,16,0
d_plsf.cpp.obj,lib\libaudio_core.a,36,0,0,0,36,36,0
d_plsf_3.cpp.obj,lib\libaudio_core.a,600,0,0,0,600,600,0
d_plsf_5.cpp.obj,lib\libaudio_core.a,618,0,0,0,618,618,0
dec_acelp_2p_in_64.cpp.obj,lib\libaudio_core.a,68,0,0,0,68,68,0
dec_acelp_4p_in_64.cpp.obj,lib\libaudio_core.a,554,0,0,0,554,554,0
dec_alg_codebook.cpp.obj,lib\libaudio_core.a,964,0,0,0,964,964,0
dec_amr.cpp.obj,lib\libaudio_core.a,3216,0,0,0,3216,3216,0
dec_gain.cpp.obj,lib\libaudio_core.a,436,0,0,0,436,436,0
dec_gain2_amr_wb.cpp.obj,lib\libaudio_core.a,882,56,0,0,938,938,0
dec_input_format_tab.cpp.obj,lib\libaudio_core.a,0,64,0,0,64,64,0
dec_lag3.cpp.obj,lib\libaudio_core.a,192,0,0,0,192,192,0
dec_lag6.cpp.obj,lib\libaudio_core.a,112,0,0,0,112,112,0
decim54.c.obj,lib\libaudio_core.a,526,240,0,0,766,766,0
deemph.c.obj,lib\libaudio_core.a,78,0,0,0,78,78,0
Deemph_32_neon.s.obj,lib\libaudio_core.a,224,0,0,0,224,224,0
deemphasis_32.cpp.obj,lib\libaudio_core.a,224,0,0,0,224,224,0
div_32.cpp.obj,lib\libaudio_core.a,240,0,0,0,240,240,0
div_s.cpp.obj,lib\libaudio_core.a,88,0,0,0,88,88,0
Dot_p_neon.s.obj,lib\libaudio_core.a,308,0,0,0,308,308,0
dtx.c.obj,lib\libaudio_core.a,1974,18,0,0,1992,1992,0
dtx_dec.cpp.obj,lib\libaudio_core.a,2598,38,0,0,2636,2636,0
dtx_decoder_amr_wb.cpp.obj,lib\libaudio_core.a,1754,0,0,0,1754,1754,0
dtx_enc.cpp.obj,lib\libaudio_core.a,780,0,0,0,780,780,0
ec_gains.cpp.obj,lib\libaudio_core.a,410,28,0,0,438,438,0
enc_lag3.cpp.obj,lib\libaudio_core.a,148,0,0,0,148,148,0
enc_lag6.cpp.obj,lib\libaudio_core.a,40,0,0,0,40,40,0
enc_output_format_tab.cpp.obj,lib\libaudio_core.a,0,64,0,0,64,64,0
ets_to_if2.cpp.obj,lib\libaudio_core.a,598,0,0,0,598,598,0
ets_to_wmf.cpp.obj,lib\libaudio_core.a,876,0,0,0,876,876,0
ex_ctrl.cpp.obj,lib\libaudio_core.a,308,0,0,0,308,308,0
Filt_6k_7k_neon.s.obj,lib\libaudio_core.a,640,0,0,0,640,640,0
g_adapt.cpp.obj,lib\libaudio_core.a,292,0,0,0,292,292,0
g_code.cpp.obj,lib\libaudio_core.a,236,0,0,0,236,236,0
g_pitch.c.obj,lib\libaudio_core.a,200,0,0,0,200,200,0
g_pitch.cpp.obj,lib\libaudio_core.a,460,0,0,0,460,460,0
gain_q.cpp.obj,lib\libaudio_core.a,938,0,0,0,938,938,0
gains_tbl.cpp.obj,lib\libaudio_core.a,0,230,0,0,230,230,0
gc_pred.cpp.obj,lib\libaudio_core.a,726,16,0,0,742,742,0
get_amr_wb_bits.cpp.obj,lib\libaudio_core.a,104,0,0,0,104,104,0
get_const_tbls.cpp.obj,lib\libaudio_core.a,280,0,0,0,280,280,0
gmed_n.cpp.obj,lib\libaudio_core.a,120,0,0,0,120,120,0
gpclip.c.obj,lib\libaudio_core.a,156,0,0,0,156,156,0
gray_tbl.cpp.obj,lib\libaudio_core.a,0,32,0,0,32,32,0
grid_tbl.cpp.obj,lib\libaudio_core.a,0,122,0,0,122,122,0
highpass_400hz_at_12k8.cpp.obj,lib\libaudio_core.a,160,0,0,0,160,160,0
highpass_50hz_at_12k8.cpp.obj,lib\libaudio_core.a,188,0,0,0,188,188,0
homing.c.obj,lib\libaudio_core.a,28,0,0,0,28,28,0
homing_amr_wb_dec.cpp.obj,lib\libaudio_core.a,476,468,0,0,944,944,0
hp400.c.obj,lib\libaudio_core.a,160,0,0,0,160,160,0
hp50.c.obj,lib\libaudio_core.a,184,0,0,0,184,184,0
hp6k.c.obj,lib\libaudio_core.a,6,62,0,0,68,68,0
hp_max.cpp.obj,lib\libaudio_core.a,498,0,0,0,498,498,0
hp_wsp.c.obj,lib\libaudio_core.a,414,0,0,0,414,414,0
if2_to_ets.cpp.obj,lib\libaudio_core.a,206,0,0,0,206,206,0
int_lpc.c.obj,lib\libaudio_core.a,112,0,0,0,112,112,0
int_lpc.cpp.obj,lib\libaudio_core.a,656,0,0,0,656,656,0
int_lsf.cpp.obj,lib\libaudio_core.a,148,0,0,0,148,148,0
inter_36.cpp.obj,lib\libaudio_core.a,132,0,0,0,132,132,0
inter_36_tab.cpp.obj,lib\libaudio_core.a,0,50,0,0,50,50,0
interpolate_isp.cpp.obj,lib\libaudio_core.a,190,0,0,0,190,190,0
inv_sqrt.cpp.obj,lib\libaudio_core.a,84,0,0,0,84,84,0
inv_sqrt_tbl.cpp.obj,lib\libaudio_core.a,0,98,0,0,98,98,0
isf_extrapolation.cpp.obj,lib\libaudio_core.a,1090,0,0,0,1090,1090,0
isp_az.c.obj,lib\libaudio_core.a,1010,0,0,0,1010,1010,0
isp_az.cpp.obj,lib\libaudio_core.a,956,0,0,0,956,956,0
isp_isf.c.obj,lib\libaudio_core.a,188,514,0,0,702,702,0
isp_isf.cpp.obj,lib\libaudio_core.a,136,258,0,0,394,394,0
l_abs.cpp.obj,lib\libaudio_core.a,10,0,0,0,10,10,0
l_comp.cpp.obj,lib\libaudio_core.a,48,0,0,0,48,48,0
l_extract.cpp.obj,lib\libaudio_core.a,14,0,0,0,14,14,0
l_negate.cpp.obj,lib\libaudio_core.a,14,0,0,0,14,14,0
l_shr_r.cpp.obj,lib\libaudio_core.a,66,0,0,0,66,66,0
lag_wind.c.obj,lib\libaudio_core.a,64,64,0,0,128,128,0
lag_wind.cpp.obj,lib\libaudio_core.a,152,0,0,0,152,152,0
lag_wind_tab.cpp.obj,lib\libaudio_core.a,0,40,0,0,40,40,0
lagconceal.cpp.obj,lib\libaudio_core.a,576,0,0,0,576,576,0
levinson.c.obj,lib\libaudio_core.a,696,0,0,0,696,696,0
levinson.cpp.obj,lib\libaudio_core.a,902,0,0,0,902,902,0
log2.c.obj,lib\libaudio_core.a,124,66,0,0,190,190,0
log2.cpp.obj,lib\libaudio_core.a,30,0,0,0,30,30,0
log2_norm.cpp.obj,lib\libaudio_core.a,72,0,0,0,72,72,0
log2_tbl.cpp.obj,lib\libaudio_core.a,0,66,0,0,66,66,0
low_pass_filt_7k.cpp.obj,lib\libaudio_core.a,380,62,0,0,442,442,0
lp_dec2.c.obj,lib\libaudio_core.a,136,0,0,0,136,136,0
lpc.cpp.obj,lib\libaudio_core.a,276,0,0,0,276,276,0
lsfwt.cpp.obj,lib\libaudio_core.a,132,0,0,0,132,132,0
lsp.cpp.obj,lib\libaudio_core.a,356,0,0,0,356,356,0
lsp_avg.cpp.obj,lib\libaudio_core.a,146,0,0,0,146,146,0
lsp_az.cpp.obj,lib\libaudio_core.a,234,0,0,0,234,234,0
lsp_lsf.cpp.obj,lib\libaudio_core.a,144,0,0,0,144,144,0
lsp_lsf_tbl.cpp.obj,lib\libaudio_core.a,0,258,0,0,258,258,0
lsp_tab.cpp.obj,lib\libaudio_core.a,0,20,0,0,20,20,0
math_op.c.obj,lib\libaudio_core.a,236,164,0,0,400,400,0
median5.cpp.obj,lib\libaudio_core.a,110,0,0,0,110,110,0
mem_align.c.obj,lib\libaudio_core.a,132,0,0,0,132,132,0
mime_io.cpp.obj,lib\libaudio_core.a,488,5894,0,0,6382,6382,0
mult_r.cpp.obj,lib\libaudio_core.a,48,0,0,0,48,48,0
noise_gen_amrwb.cpp.obj,lib\libaudio_core.a,22,0,0,0,22,22,0
Norm_Corr_neon.s.obj,lib\libaudio_core.a,664,0,0,0,664,664,0
norm_l.cpp.obj,lib\libaudio_core.a,54,0,0,0,54,54,0
norm_s.cpp.obj,lib\libaudio_core.a,60,0,0,0,60,60,0
normalize_amr_wb.cpp.obj,lib\libaudio_core.a,132,0,0,0,132,132,0
ol_ltp.cpp.obj,lib\libaudio_core.a,144,0,0,0,144,144,0
oper_32b.c.obj,lib\libaudio_core.a,174,0,0,0,174,174,0
oversamp_12k8_to_16k.cpp.obj,lib\libaudio_core.a,408,192,0,0,600,600,0
p_med_ol.c.obj,lib\libaudio_core.a,792,398,0,0,1190,1190,0
p_ol_wgh.cpp.obj,lib\libaudio_core.a,950,0,0,0,950,950,0
ph_disp.cpp.obj,lib\libaudio_core.a,708,0,0,0,708,708,0
ph_disp_tab.cpp.obj,lib\libaudio_core.a,0,320,0,0,320,320,0
phase_dispersion.cpp.obj,lib\libaudio_core.a,424,256,0,0,680,680,0
pit_shrp.c.obj,lib\libaudio_core.a,40,0,0,0,40,40,0
pit_shrp.cpp.obj,lib\libaudio_core.a,84,0,0,0,84,84,0
pitch_f4.c.obj,lib\libaudio_core.a,420,64,0,0,484,484,0
pitch_fr.cpp.obj,lib\libaudio_core.a,1220,162,0,0,1382,1382,0
pitch_ol.cpp.obj,lib\libaudio_core.a,956,0,0,0,956,956,0
post_pro.cpp.obj,lib\libaudio_core.a,212,0,0,0,212,212,0
pow2.cpp.obj,lib\libaudio_core.a,88,0,0,0,88,88,0
pow2_tbl.cpp.obj,lib\libaudio_core.a,0,66,0,0,66,66,0
pre_big.cpp.obj,lib\libaudio_core.a,130,0,0,0,130,130,0
pre_proc.cpp.obj,lib\libaudio_core.a,228,0,0,0,228,228,0
pred_lt.cpp.obj,lib\libaudio_core.a,252,122,0,0,374,374,0
pred_lt4.c.obj,lib\libaudio_core.a,0,256,0,0,256,256,0
pred_lt4.cpp.obj,lib\libaudio_core.a,364,256,0,0,620,620,0
pred_lt4_1_neon.s.obj,lib\libaudio_core.a,196,0,0,0,196,196,0
preemph.c.obj,lib\libaudio_core.a,166,0,0,0,166,166,0
preemph.cpp.obj,lib\libaudio_core.a,150,0,0,0,150,150,0
preemph_amrwb_dec.cpp.obj,lib\libaudio_core.a,90,0,0,0,90,90,0
prm2bits.cpp.obj,lib\libaudio_core.a,70,0,0,0,70,70,0
pstfilt.cpp.obj,lib\libaudio_core.a,506,80,0,0,586,586,0
pvamrwb_math_op.cpp.obj,lib\libaudio_core.a,856,230,0,0,1086,1086,0
pvamrwbdecoder.cpp.obj,lib\libaudio_core.a,3700,92,0,0,3792,3792,0
q_gain2.c.obj,lib\libaudio_core.a,1098,768,0,0,1866,1866,0
q_gain2_tab.cpp.obj,lib\libaudio_core.a,0,768,0,0,768,768,0
q_gain_c.cpp.obj,lib\libaudio_core.a,216,0,0,0,216,216,0
q_gain_p.cpp.obj,lib\libaudio_core.a,210,0,0,0,210,210,0
q_plsf.cpp.obj,lib\libaudio_core.a,80,0,0,0,80,80,0
q_plsf_3.cpp.obj,lib\libaudio_core.a,896,0,0,0,896,896,0
q_plsf_3_tbl.cpp.obj,lib\libaudio_core.a,0,13000,0,0,13000,13000,0
q_plsf_5.cpp.obj,lib\libaudio_core.a,956,0,0,0,956,956,0
q_plsf_5_tbl.cpp.obj,lib\libaudio_core.a,0,7700,0,0,7700,7700,0
q_pulse.c.obj,lib\libaudio_core.a,1598,0,0,0,1598,1598,0
qgain475.cpp.obj,lib\libaudio_core.a,1266,2048,0,0,3314,3314,0
qgain475_tab.cpp.obj,lib\libaudio_core.a,0,2048,0,0,2048,2048,0
qgain795.cpp.obj,lib\libaudio_core.a,2120,0,0,0,2120,2120,0
qisf_ns.c.obj,lib\libaudio_core.a,456,1568,0,0,2024,2024,0
qisf_ns.cpp.obj,lib\libaudio_core.a,204,0,0,0,204,204,0
qisf_ns_tab.cpp.obj,lib\libaudio_core.a,0,1568,0,0,1568,1568,0
qpisf_2s.c.obj,lib\libaudio_core.a,2164,13792,0,0,15956,15956,0
qpisf_2s.cpp.obj,lib\libaudio_core.a,1228,0,0,0,1228,1228,0
qpisf_2s_tab.cpp.obj,lib\libaudio_core.a,0,13792,0,0,13792,13792,0
qua_gain.cpp.obj,lib\libaudio_core.a,806,0,0,0,806,806,0
qua_gain_tbl.cpp.obj,lib\libaudio_core.a,0,1536,0,0,1536,1536,0
random.c.obj,lib\libaudio_core.a,56,0,0,0,56,56,0
reorder.cpp.obj,lib\libaudio_core.a,36,0,0,0,36,36,0
residu.cpp.obj,lib\libaudio_core.a,190,0,0,0,190,190,0
residu_asm_neon.s.obj,lib\libaudio_core.a,264,0,0,0,264,264,0
round.cpp.obj,lib\libaudio_core.a,36,0,0,0,36,36,0
s10_8pf.cpp.obj,lib\libaudio_core.a,1608,0,0,0,1608,1608,0
scale.c.obj,lib\libaudio_core.a,132,0,0,0,132,132,0
scale_sig_neon.s.obj,lib\libaudio_core.a,356,0,0,0,356,356,0
scale_signal.cpp.obj,lib\libaudio_core.a,158,0,0,0,158,158,0
